dt,SubscriberKey,frente,categoria
2025-11-15,CK_Zf7584,produto,cardapio
2026-01-22,CK_Ft4584,retencao,churn
2026-02-18,CK_gL4021,marca,branding
2026-01-25,CK_qn6604,retencao,churn
2026-02-28,CK_tS9932,produto,pagamento
2025-11-10,CK_NP9066,retencao,churn
2025-11-14,CK_Kh3781,retencao,churn
2025-11-15,CK_RZ2855,receita,ads
2026-01-23,CK_uY9656,receita,ads
2026-01-05,CK_sO4853,receita,ads
2025-12-18,CK_Go8775,ciclo,onboarding
2025-10-22,CK_zm9411,produto,cardapio
2026-02-21,CK_yA9958,marca,branding
2026-01-02,CK_nB0054,marca,branding
2026-02-24,CK_jQ7038,ciclo,onboarding
2025-10-16,CK_oQ0796,marca,branding
2025-10-26,CK_YW5056,produto,cardapio
2025-12-19,CK_Xf5681,produto,pagamento
2025-12-26,CK_Cc9409,produto,cardapio
2026-01-16,CK_dz8579,ciclo,onboarding
2025-10-07,CK_lT2145,marca,branding
2026-03-10,CK_bP0981,retencao,churn
2025-11-30,CK_uk5135,ciclo,onboarding
2025-11-01,CK_Im9142,receita,ads
2025-11-11,CK_JE0924,produto,cardapio
2026-02-10,CK_rz7000,produto,cardapio
2026-02-13,CK_RJ1702,retencao,churn
2026-01-06,CK_ma9587,produto,cardapio
2025-10-05,CK_Rp5867,produto,cardapio
2025-11-04,CK_oO3308,retencao,churn
2025-10-08,CK_Wo8231,produto,cardapio
2025-12-20,CK_Tc9132,ciclo,onboarding
2025-11-11,CK_Lh4508,ciclo,onboarding
2026-02-10,CK_Qa5826,produto,cardapio
2025-12-10,CK_Wq3432,retencao,churn
2026-02-03,CK_dY0430,retencao,churn
2026-01-19,CK_XO8570,marca,branding
2025-11-04,CK_Fr6363,ciclo,onboarding
2026-01-01,CK_qU1864,retencao,churn
2025-09-30,CK_KM4916,produto,pagamento
2026-01-19,CK_WW6532,marca,branding
2026-01-19,CK_eZ6463,ciclo,onboarding
2026-02-26,CK_BB9071,receita,ads
2026-03-09,CK_Yv9669,retencao,churn
2025-12-05,CK_Dn2767,produto,cardapio
2026-01-13,CK_gB5067,retencao,churn
2026-03-17,CK_po3560,ciclo,onboarding
2025-11-29,CK_GU9218,produto,cardapio
2025-10-05,CK_WO6913,ciclo,onboarding
2025-10-21,CK_QY3884,retencao,churn
2026-03-19,CK_bs9049,marca,branding
2025-12-15,CK_wH3356,produto,cardapio
2026-01-13,CK_sk8727,marca,branding
2026-01-14,CK_TW1875,retencao,churn
2025-11-07,CK_hd6546,ciclo,onboarding
2026-01-05,CK_em2622,receita,ads
2025-09-21,CK_cP6298,marca,branding
2025-11-22,CK_Zp5129,ciclo,onboarding
2025-10-29,CK_MF7780,ciclo,onboarding
2025-10-06,CK_ff5137,ciclo,onboarding
2025-12-20,CK_cG8067,produto,pagamento
2025-11-04,CK_ag4027,marca,branding
2025-11-23,CK_WO5590,retencao,churn
2025-10-18,CK_RO0504,receita,ads
2025-12-30,CK_ut5489,produto,cardapio
2025-10-28,CK_gi0197,retencao,churn
2026-01-18,CK_La4651,retencao,churn
2025-11-16,CK_Lx0470,ciclo,onboarding
2026-02-19,CK_LX7015,marca,branding
2025-10-07,CK_RY2029,retencao,churn
2026-01-22,CK_lV5819,marca,branding
2025-10-16,CK_yn7432,receita,ads
2026-01-25,CK_Ch6578,ciclo,onboarding
2026-02-26,CK_DU3021,ciclo,onboarding
2026-02-19,CK_Dd8443,receita,ads
2026-01-04,CK_Hx7603,produto,cardapio
2026-03-17,CK_wJ9442,produto,cardapio
2025-12-16,CK_RN7964,produto,pagamento
2025-09-24,CK_YY6064,produto,cardapio
2025-12-30,CK_xf7304,marca,branding
2025-12-08,CK_Ah7129,produto,cardapio
2026-03-16,CK_nZ1713,receita,ads
2026-02-14,CK_gb1645,marca,branding
2026-01-18,CK_iV6432,produto,pagamento
2025-12-06,CK_Yg8842,retencao,churn
2025-10-18,CK_gu6492,retencao,churn
2025-12-30,CK_Hg0184,receita,ads
2025-12-27,CK_JZ6225,retencao,churn
2025-10-27,CK_np5628,produto,cardapio
2026-02-06,CK_Tv7857,retencao,churn
2025-11-11,CK_NN4720,receita,ads
2025-10-05,CK_Hs6239,receita,ads
2025-11-26,CK_Ns4473,marca,branding
2026-02-11,CK_kR8839,ciclo,onboarding
2026-02-19,CK_wt9670,marca,branding
2026-01-02,CK_YM9114,retencao,churn
2026-01-31,CK_sR1006,produto,pagamento
2025-10-25,CK_Cp2582,retencao,churn
2026-01-03,CK_GJ1945,retencao,churn
2025-11-25,CK_XD1378,receita,ads
2025-10-18,CK_yK7123,ciclo,onboarding
2026-01-08,CK_vN1937,ciclo,onboarding
2026-02-12,CK_Gt9389,receita,ads
2026-01-13,CK_NK9074,retencao,churn
2025-10-28,CK_Ow8018,produto,cardapio
2025-12-13,CK_pK8355,produto,pagamento
2025-10-27,CK_bt2909,ciclo,onboarding
2025-11-19,CK_oL4722,receita,ads
2026-01-15,CK_DP2908,retencao,churn
2025-10-17,CK_BL1034,receita,ads
2025-09-26,CK_WW6532,marca,branding
2026-03-07,CK_Sm7104,marca,branding
2025-10-03,CK_KJ3088,produto,cardapio
2026-01-30,CK_ku5160,marca,branding
2026-01-24,CK_KS0756,ciclo,onboarding
2026-01-21,CK_cZ2259,produto,pagamento
2025-12-21,CK_dX8057,receita,ads
2025-12-08,CK_zE2084,ciclo,onboarding
2025-11-05,CK_hl8685,produto,pagamento
2026-02-16,CK_vj9724,retencao,churn
2026-02-07,CK_Vx0274,receita,ads
2025-12-08,CK_av9717,marca,branding
2026-03-17,CK_AZ5913,produto,cardapio
2026-02-17,CK_tU8066,retencao,churn
2026-03-04,CK_wL4171,marca,branding
2025-10-24,CK_wZ6727,produto,pagamento
2025-09-18,CK_fB2975,ciclo,onboarding
2025-09-29,CK_LN8720,produto,cardapio
2025-10-03,CK_mi6796,produto,pagamento
2025-10-05,CK_zC1922,marca,branding
2026-01-08,CK_rj8571,retencao,churn
2025-11-02,CK_rR0998,produto,cardapio
2025-10-08,CK_bI3421,produto,cardapio
2025-12-27,CK_NO0704,receita,ads
2025-10-14,CK_ya8727,receita,ads
2026-02-02,CK_mj3112,retencao,churn
2025-12-18,CK_Rs0962,retencao,churn
2026-03-11,CK_sf9121,marca,branding
2025-10-03,CK_bE9825,marca,branding
2026-01-26,CK_wC4380,marca,branding
2025-12-12,CK_bP5498,ciclo,onboarding
2025-09-28,CK_IU6164,produto,pagamento
2025-10-08,CK_Ga8167,produto,cardapio
2025-10-29,CK_LE0216,produto,pagamento
2025-12-31,CK_HW4163,retencao,churn
2026-01-19,CK_lP3202,receita,ads
2025-11-06,CK_fG1397,retencao,churn
2026-02-14,CK_Cf2496,produto,cardapio
2025-11-21,CK_Pe2734,produto,cardapio
2025-11-06,CK_VS1276,retencao,churn
2026-01-01,CK_yF5590,receita,ads
2026-01-02,CK_Oc2188,ciclo,onboarding
2026-02-21,CK_wo0409,marca,branding
2026-01-03,CK_DJ9680,produto,cardapio
2025-11-11,CK_vo8944,produto,pagamento
2026-02-27,CK_MV1564,receita,ads
2026-01-06,CK_tx8215,retencao,churn
2026-01-11,CK_TB7765,retencao,churn
2026-01-16,CK_Oe3955,produto,cardapio
2025-10-10,CK_Ia1729,ciclo,onboarding
2025-10-10,CK_uK5904,produto,pagamento
2025-12-15,CK_wD6915,marca,branding
2025-10-18,CK_VI7053,marca,branding
2025-10-02,CK_ha1336,marca,branding
2025-10-11,CK_Qh1548,produto,pagamento
2026-02-28,CK_xs2437,ciclo,onboarding
2025-11-13,CK_XW2364,produto,pagamento
2025-11-11,CK_gL3919,retencao,churn
2025-10-02,CK_Bf1152,produto,cardapio
2025-10-18,CK_cp5182,marca,branding
2025-10-18,CK_iS8487,ciclo,onboarding
2026-01-20,CK_xy0695,produto,pagamento
2026-02-20,CK_bF9965,ciclo,onboarding
2026-02-19,CK_JW2817,receita,ads
2025-12-18,CK_Js1403,produto,cardapio
2026-01-13,CK_Vf3376,ciclo,onboarding
2026-03-03,CK_uK5904,produto,cardapio
2026-01-14,CK_BJ5798,retencao,churn
2025-09-23,CK_pd2832,marca,branding
2025-10-09,CK_WM4926,receita,ads
2026-02-01,CK_nK5137,marca,branding
2025-11-20,CK_Wi8536,marca,branding
2026-01-21,CK_xV2642,ciclo,onboarding
2025-10-28,CK_zF8407,produto,cardapio
2025-10-03,CK_WH3000,produto,pagamento
2025-12-30,CK_il4458,produto,pagamento
2025-10-09,CK_eg9389,marca,branding
2025-09-23,CK_bH0049,produto,cardapio
2026-01-14,CK_mb5832,marca,branding
2026-01-02,CK_jc3595,ciclo,onboarding
2025-10-20,CK_ib6151,marca,branding
2025-11-30,CK_bU9828,ciclo,onboarding
2026-02-17,CK_iQ5346,produto,cardapio
2025-10-10,CK_OR6719,produto,cardapio
2026-02-22,CK_bG2840,retencao,churn
2025-10-15,CK_cv7782,produto,cardapio
2026-01-10,CK_wI2676,marca,branding
2025-11-04,CK_yg2864,produto,cardapio
2026-01-15,CK_yA0183,marca,branding
2026-01-01,CK_XZ0974,receita,ads
2026-02-10,CK_pX7021,produto,cardapio
2026-01-13,CK_MV8839,marca,branding
2026-03-01,CK_Fk7106,ciclo,onboarding
2025-11-30,CK_uU1132,produto,pagamento
2026-02-24,CK_sh4857,produto,pagamento
2025-10-06,CK_Ps1686,ciclo,onboarding
2025-11-18,CK_Mc3311,ciclo,onboarding
2025-12-20,CK_ME7468,produto,cardapio
2025-09-19,CK_yN7859,ciclo,onboarding
2025-12-06,CK_Pv3450,receita,ads
2025-12-07,CK_RA5181,receita,ads
2025-09-27,CK_gR3059,produto,pagamento
2026-03-06,CK_ce3974,marca,branding
2026-02-06,CK_eQ8080,produto,pagamento
2026-01-30,CK_Lb5368,ciclo,onboarding
2025-11-22,CK_Xj1067,receita,ads
2026-01-21,CK_QU7837,receita,ads
2026-01-05,CK_Zr9448,produto,pagamento
2026-03-14,CK_zp7393,produto,cardapio
2025-11-15,CK_vl3760,produto,cardapio
2026-01-18,CK_py0487,retencao,churn
2026-02-16,CK_NN4720,produto,cardapio
2025-11-27,CK_YU5966,receita,ads
2025-10-15,CK_vo8944,retencao,churn
2026-01-15,CK_oi1043,ciclo,onboarding
2025-10-17,CK_ed0039,receita,ads
2026-02-20,CK_dR9292,marca,branding
2025-12-31,CK_UP3722,retencao,churn
2025-12-18,CK_bN7382,produto,cardapio
2026-02-12,CK_OT3973,marca,branding
2025-12-18,CK_nG9442,ciclo,onboarding
2025-12-15,CK_jP4707,receita,ads
2026-03-10,CK_ag6561,produto,pagamento
2026-01-17,CK_rv3067,ciclo,onboarding
2025-12-25,CK_Dk7644,receita,ads
2026-02-11,CK_rz7000,marca,branding
2025-11-08,CK_eu0607,marca,branding
2026-02-04,CK_ke7524,marca,branding
2025-12-21,CK_QU6617,receita,ads
2026-03-07,CK_nn0433,produto,pagamento
2025-10-01,CK_GU4715,receita,ads
2025-10-20,CK_Pe2734,retencao,churn
2025-10-15,CK_sS1707,produto,pagamento
2025-11-08,CK_QK1829,produto,pagamento
2025-11-26,CK_Ti0041,retencao,churn
2025-11-21,CK_TV9156,ciclo,onboarding
2026-02-28,CK_DT9405,produto,cardapio
2025-10-25,CK_JX2786,ciclo,onboarding
2025-12-18,CK_mm8902,marca,branding
2026-01-25,CK_pn0756,receita,ads
2025-10-14,CK_IT5427,retencao,churn
2025-10-14,CK_Qv7871,produto,cardapio
2025-11-18,CK_pY2997,ciclo,onboarding
2025-11-28,CK_JB7304,ciclo,onboarding
2026-01-26,CK_mZ0244,retencao,churn
2026-02-09,CK_Kd7434,ciclo,onboarding
2025-11-26,CK_Ay4606,receita,ads
2025-10-08,CK_Fc7842,receita,ads
2026-02-19,CK_Ha0981,produto,pagamento
2026-03-17,CK_mj3112,retencao,churn
2026-02-10,CK_Sy6861,marca,branding
2025-12-24,CK_oD9701,receita,ads
2025-09-28,CK_iV8425,receita,ads
2025-11-15,CK_ku6963,retencao,churn
2025-10-06,CK_Kp6142,produto,cardapio
2026-02-19,CK_rT5077,retencao,churn
2025-10-17,CK_oD0821,retencao,churn
2026-01-09,CK_UA7426,produto,pagamento
2025-11-08,CK_Ox5496,receita,ads
2026-01-30,CK_mQ1254,produto,pagamento
2026-03-04,CK_ou5296,produto,pagamento
2025-12-19,CK_Li9742,marca,branding
2026-03-13,CK_rO1715,ciclo,onboarding
2026-01-31,CK_tk1884,receita,ads
2025-09-27,CK_bG6610,ciclo,onboarding
2025-12-05,CK_pc9260,produto,pagamento
2025-12-02,CK_dn3885,produto,cardapio
2025-11-05,CK_Wf2394,ciclo,onboarding
2025-12-31,CK_cv9740,retencao,churn
2025-11-08,CK_Wq6345,retencao,churn
2025-11-01,CK_Mm1173,receita,ads
2026-02-12,CK_It5782,receita,ads
2025-12-20,CK_xQ5553,retencao,churn
2026-02-28,CK_Xd0766,produto,cardapio
2025-11-21,CK_Kd7434,produto,cardapio
2026-01-28,CK_NQ5775,produto,cardapio
2025-10-10,CK_iD7173,produto,cardapio
2026-02-12,CK_yi7014,produto,cardapio
2025-12-19,CK_DM9176,ciclo,onboarding
2025-12-28,CK_dn3117,produto,cardapio
2026-02-04,CK_NV8733,produto,cardapio
2025-12-10,CK_IM0003,ciclo,onboarding
2026-02-08,CK_jt8033,receita,ads
2025-12-23,CK_Nr5867,produto,pagamento
2025-11-17,CK_SA5685,retencao,churn
2026-01-30,CK_EZ8424,produto,cardapio
2025-11-13,CK_Gc8557,ciclo,onboarding
2025-12-09,CK_md7932,produto,pagamento
2025-11-18,CK_hB7005,retencao,churn
2025-10-27,CK_MN8517,retencao,churn
2025-10-26,CK_bE9825,marca,branding
2025-10-29,CK_Bg4789,receita,ads
2025-11-28,CK_Tf0185,produto,cardapio
2025-10-01,CK_BJ5798,marca,branding
2026-01-07,CK_wi0399,ciclo,onboarding
2025-12-30,CK_ho6172,receita,ads
2025-10-11,CK_sD0552,marca,branding
2026-01-29,CK_yX1386,retencao,churn
2025-11-02,CK_uu6099,produto,cardapio
2025-12-26,CK_eb1994,produto,cardapio
2026-03-06,CK_Sw3920,ciclo,onboarding
2026-01-31,CK_is6312,produto,cardapio
2026-03-17,CK_MN8517,produto,cardapio
2026-01-11,CK_MW8321,produto,cardapio
2026-01-28,CK_CD9542,marca,branding
2026-02-25,CK_dr7664,receita,ads
2026-02-10,CK_nY2948,marca,branding
2025-11-09,CK_yo6670,retencao,churn
2025-10-12,CK_mg0447,ciclo,onboarding
2026-03-14,CK_YG4533,produto,pagamento
2026-03-10,CK_xq6471,ciclo,onboarding
2025-10-22,CK_wb0501,ciclo,onboarding
2025-11-28,CK_AF0350,produto,cardapio
2025-10-24,CK_aX2165,ciclo,onboarding
2026-01-30,CK_tP4460,retencao,churn
2025-09-19,CK_oD9701,ciclo,onboarding
2025-10-28,CK_uj4903,marca,branding
2025-10-02,CK_BR5536,ciclo,onboarding
2025-10-01,CK_Eg5792,ciclo,onboarding
2025-12-06,CK_UA0067,receita,ads
2025-12-25,CK_Ir7051,produto,cardapio
2025-12-26,CK_xH2328,produto,cardapio
2025-12-10,CK_LR6243,retencao,churn
2026-03-11,CK_WQ4597,retencao,churn
2026-02-08,CK_EF9964,marca,branding
2026-01-22,CK_XV2482,retencao,churn
2025-09-25,CK_zL1487,ciclo,onboarding
2026-02-18,CK_Cc9792,marca,branding
2025-11-18,CK_ib6151,receita,ads
2025-11-16,CK_eK1766,receita,ads
2025-11-15,CK_Ce0292,produto,pagamento
2025-11-28,CK_bM5715,marca,branding
2026-01-22,CK_AV4026,produto,cardapio
2026-02-02,CK_oZ5867,retencao,churn
2025-10-26,CK_gb8886,receita,ads
2025-10-23,CK_FJ1927,retencao,churn
2026-01-25,CK_nx7175,ciclo,onboarding
2026-01-18,CK_Um5857,ciclo,onboarding
2025-10-08,CK_Vt4209,ciclo,onboarding
2026-03-04,CK_LH4719,ciclo,onboarding
2025-10-14,CK_Pb5146,retencao,churn
2026-01-16,CK_ku8498,ciclo,onboarding
2025-10-13,CK_xu9180,receita,ads
2025-10-20,CK_Ec8137,marca,branding
2026-02-22,CK_Fc0487,produto,pagamento
2026-03-02,CK_jv2160,marca,branding
2026-03-14,CK_bf7747,retencao,churn
2025-10-21,CK_lR7724,ciclo,onboarding
2025-09-28,CK_zr0305,receita,ads
2025-12-17,CK_De2300,ciclo,onboarding
2026-02-02,CK_DI6241,receita,ads
2026-03-14,CK_Rb8754,ciclo,onboarding
2025-12-27,CK_wX5777,marca,branding
2025-10-22,CK_IW0537,retencao,churn
2025-09-23,CK_xK4859,retencao,churn
2026-01-13,CK_HZ3552,ciclo,onboarding
2025-12-08,CK_Wj8088,marca,branding
2026-03-08,CK_uj4903,marca,branding
2026-01-30,CK_Pt2728,produto,cardapio
2025-12-18,CK_rm9387,produto,pagamento
2025-09-26,CK_WL3339,ciclo,onboarding
2026-02-03,CK_kI7270,produto,cardapio
2025-10-19,CK_KN3684,retencao,churn
2025-10-24,CK_fe4955,receita,ads
2026-02-06,CK_Le1792,produto,cardapio
2026-02-17,CK_jQ8558,receita,ads
2025-12-31,CK_Zi2070,retencao,churn
2026-03-07,CK_cR9799,marca,branding
2025-10-27,CK_rv3067,receita,ads
2025-12-17,CK_BC1212,retencao,churn
2025-12-13,CK_dm7972,produto,pagamento
2026-01-30,CK_Gk0092,ciclo,onboarding
2026-01-05,CK_yS1830,retencao,churn
2025-10-02,CK_fp8083,ciclo,onboarding
2026-01-05,CK_jJ9055,produto,cardapio
2026-01-03,CK_Ep2427,produto,pagamento
2026-01-20,CK_GN1224,marca,branding
2025-10-11,CK_ac6676,produto,cardapio
2025-10-16,CK_jV1677,receita,ads
2025-09-22,CK_wi0399,produto,pagamento
2025-10-30,CK_yx3972,produto,cardapio
2025-12-08,CK_Br7212,produto,pagamento
2026-02-01,CK_Ab0562,ciclo,onboarding
2025-11-15,CK_ag4234,retencao,churn
2025-12-13,CK_PP0009,ciclo,onboarding
2025-11-05,CK_fp6954,produto,cardapio
2025-09-19,CK_rB1670,receita,ads
2025-12-28,CK_fh8564,retencao,churn
2025-11-15,CK_kI6607,receita,ads
2026-03-06,CK_qW2747,produto,cardapio
2026-03-08,CK_li5161,ciclo,onboarding
2026-01-25,CK_uU5097,retencao,churn
2026-01-06,CK_Bn6258,receita,ads
2025-10-02,CK_BR5536,receita,ads
2026-03-14,CK_qN5397,receita,ads
2026-03-16,CK_vo1837,produto,pagamento
2026-01-06,CK_pL3619,produto,pagamento
2025-12-25,CK_wY6878,receita,ads
2025-10-23,CK_OR6719,retencao,churn
2026-03-16,CK_Gh1715,produto,pagamento
2026-01-02,CK_VS6660,ciclo,onboarding
2026-02-02,CK_FS7652,receita,ads
2026-01-10,CK_ew1248,produto,pagamento
2025-12-26,CK_zs4722,receita,ads
2025-10-15,CK_sj8472,receita,ads
2025-12-06,CK_lk8432,receita,ads
2025-10-29,CK_Xs8434,marca,branding
2025-10-31,CK_GW5319,produto,cardapio
2025-09-20,CK_Pd5581,produto,cardapio
2025-09-21,CK_Yz9219,retencao,churn
2026-01-21,CK_Cz2849,produto,pagamento
2026-03-08,CK_NG3717,produto,cardapio
2025-12-29,CK_th3195,produto,cardapio
2026-02-16,CK_xf1143,retencao,churn
2026-03-04,CK_Oq2814,produto,pagamento
2026-02-02,CK_mM9315,ciclo,onboarding
2026-02-01,CK_Ar7698,retencao,churn
2026-02-17,CK_gG9273,produto,cardapio
2025-10-24,CK_an3611,produto,pagamento
2026-01-24,CK_tT1461,receita,ads
2025-09-30,CK_zY2138,ciclo,onboarding
2026-01-27,CK_FS8729,marca,branding
2025-09-29,CK_mD2327,produto,pagamento
2025-12-18,CK_IW0537,produto,pagamento
2025-12-02,CK_mB3049,receita,ads
2026-01-06,CK_px5377,marca,branding
2026-02-26,CK_ji1888,produto,cardapio
2026-02-27,CK_we5358,produto,cardapio
2025-12-03,CK_PL5674,produto,pagamento
2026-03-02,CK_AM7723,retencao,churn
2026-01-27,CK_MQ7978,ciclo,onboarding
2025-12-25,CK_pV0685,ciclo,onboarding
2025-12-19,CK_Vy0198,produto,cardapio
2026-01-14,CK_dJ4836,produto,pagamento
2025-09-20,CK_oQ3822,ciclo,onboarding
2026-01-24,CK_gf7438,retencao,churn
2026-01-07,CK_aA8864,retencao,churn
2025-11-09,CK_OU5962,marca,branding
2026-03-01,CK_Hx7603,retencao,churn
2026-02-11,CK_BT8857,retencao,churn
2026-02-28,CK_OY5964,receita,ads
2026-01-01,CK_CD6756,receita,ads
2025-10-18,CK_Xj5923,receita,ads
2025-10-31,CK_gK4945,produto,cardapio
2026-01-31,CK_JM7278,ciclo,onboarding
2025-12-16,CK_kw7752,produto,cardapio
2025-12-19,CK_px5377,ciclo,onboarding
2026-01-26,CK_hU7982,receita,ads
2026-02-24,CK_zk0256,produto,cardapio
2026-01-26,CK_LC1595,retencao,churn
2025-12-22,CK_VU0506,produto,pagamento
2026-01-02,CK_yV2227,ciclo,onboarding
2026-01-13,CK_GO4110,produto,pagamento
2025-10-14,CK_QK2455,receita,ads
2025-09-29,CK_MU6679,produto,pagamento
2026-02-10,CK_Cr3398,retencao,churn
2026-03-19,CK_eL4785,retencao,churn
2025-12-29,CK_WQ2385,produto,cardapio
2026-02-10,CK_kt3076,ciclo,onboarding
2026-01-21,CK_Pq1527,retencao,churn
2026-03-05,CK_HG2181,produto,pagamento
2025-12-14,CK_SI5899,receita,ads
2025-10-30,CK_BA5677,produto,cardapio
2026-01-29,CK_Ue3570,retencao,churn
2025-10-13,CK_cu5457,produto,cardapio
2026-02-28,CK_vT6304,marca,branding
2026-02-20,CK_aB6265,ciclo,onboarding
2026-03-04,CK_BJ7009,produto,pagamento
2025-12-18,CK_cj1045,produto,cardapio
2026-03-19,CK_iJ6465,receita,ads
2025-12-07,CK_Bf7865,produto,pagamento
2025-10-31,CK_lC5634,produto,pagamento
2025-09-24,CK_kg5765,marca,branding
2026-01-10,CK_Jw1651,retencao,churn
2026-02-04,CK_bE5821,marca,branding
2025-11-05,CK_XW3322,retencao,churn
2025-09-19,CK_Cd5891,retencao,churn
2026-03-10,CK_Xz7983,marca,branding
2025-10-25,CK_fY3685,produto,pagamento
2026-02-04,CK_mR3924,retencao,churn
2025-11-06,CK_fu3952,produto,cardapio
2025-10-15,CK_eY9376,marca,branding
2025-11-02,CK_qn2689,ciclo,onboarding
2025-11-10,CK_oC9359,produto,cardapio
2025-11-05,CK_SJ0903,receita,ads
2026-02-03,CK_rb0534,produto,pagamento
2025-10-04,CK_VI5089,retencao,churn
2025-12-17,CK_kq7925,ciclo,onboarding
2025-11-17,CK_vc4476,marca,branding
2025-11-05,CK_Qx2444,produto,cardapio
2026-02-02,CK_WW6532,retencao,churn
2025-09-25,CK_cv3728,retencao,churn
2025-10-27,CK_GZ5102,marca,branding
2025-10-11,CK_Ke7866,retencao,churn
2026-01-18,CK_EP3306,produto,pagamento
2025-10-22,CK_ht7055,produto,cardapio
2025-09-28,CK_qi7365,produto,pagamento
2025-09-30,CK_pL1566,marca,branding
2025-12-07,CK_KP7310,retencao,churn
2025-09-30,CK_FM9711,retencao,churn
2026-02-23,CK_ol8909,marca,branding
2025-09-19,CK_VF3736,retencao,churn
2026-01-13,CK_RJ1702,marca,branding
2026-01-31,CK_RI4068,marca,branding
2025-12-08,CK_jV1677,ciclo,onboarding
2026-01-01,CK_Kg3757,produto,cardapio
2026-02-13,CK_lo5301,marca,branding
2026-03-06,CK_TH0051,produto,cardapio
2025-10-31,CK_dk2421,marca,branding
2025-11-13,CK_qL7208,marca,branding
2025-10-04,CK_Fp1597,produto,pagamento
2026-01-18,CK_ut9304,produto,pagamento
2026-02-23,CK_mw9962,retencao,churn
2026-03-16,CK_QC8640,receita,ads
2025-11-12,CK_UF9423,ciclo,onboarding
2025-11-20,CK_CD9921,retencao,churn
2025-11-15,CK_te4010,produto,pagamento
2026-01-21,CK_it9428,produto,pagamento
2025-10-25,CK_vk9831,retencao,churn
2025-09-28,CK_oH1249,ciclo,onboarding
2025-11-25,CK_JY8679,receita,ads
2025-10-16,CK_dg2654,produto,pagamento
2026-02-18,CK_HC8225,produto,pagamento
2025-11-10,CK_Wd6435,produto,pagamento
2026-02-28,CK_jg8319,receita,ads
2026-03-10,CK_vL3415,produto,cardapio
2025-12-12,CK_Ne7461,retencao,churn
2026-02-08,CK_se8247,receita,ads
2026-02-09,CK_Bi9609,marca,branding
2026-02-17,CK_nQ8801,produto,pagamento
2026-03-05,CK_eV9910,produto,pagamento
2026-01-07,CK_Eu4806,receita,ads
2025-10-03,CK_kp9847,ciclo,onboarding
2025-12-12,CK_BF4896,produto,cardapio
2025-12-05,CK_NF5217,produto,pagamento
2025-12-24,CK_XF7285,ciclo,onboarding
2026-01-24,CK_wY5340,ciclo,onboarding
2025-12-30,CK_XI5064,receita,ads
2025-12-03,CK_ce3974,marca,branding
2026-01-28,CK_lK2006,receita,ads
2025-09-21,CK_bK3953,ciclo,onboarding
2025-10-19,CK_QY8217,marca,branding
2026-01-03,CK_Sd6471,receita,ads
2025-11-24,CK_aZ1843,ciclo,onboarding
2026-01-25,CK_Up6933,ciclo,onboarding
2026-01-10,CK_Hl5388,ciclo,onboarding
2025-09-28,CK_NO0704,produto,cardapio
2025-10-05,CK_gW2499,marca,branding
2026-03-13,CK_ee6241,marca,branding
2025-11-13,CK_yb0916,produto,pagamento
2025-09-26,CK_Tv7054,ciclo,onboarding
2025-09-23,CK_nJ7070,retencao,churn
2026-01-29,CK_VZ1100,produto,cardapio
2025-10-15,CK_EV3689,ciclo,onboarding
2026-03-05,CK_pG2983,produto,pagamento
2026-01-12,CK_AJ9347,receita,ads
2025-10-26,CK_nJ4242,retencao,churn
2025-11-27,CK_DZ5092,receita,ads
2025-10-05,CK_VM3527,produto,pagamento
2025-12-14,CK_jN7733,receita,ads
2025-12-29,CK_Xr6601,marca,branding
2026-02-19,CK_bJ7642,ciclo,onboarding
2025-11-16,CK_HK7225,marca,branding
2025-10-09,CK_Ly8720,produto,cardapio
2026-02-27,CK_dy6087,receita,ads
2026-02-28,CK_Vz5243,produto,pagamento
2026-02-17,CK_gu6492,produto,pagamento
2025-12-21,CK_Yn4989,retencao,churn
2026-03-17,CK_RJ1702,produto,cardapio
2025-11-13,CK_Ka8194,produto,pagamento
2026-03-03,CK_jI1234,produto,pagamento
2026-03-09,CK_PP2400,marca,branding
2026-02-15,CK_sP3217,produto,cardapio
2025-11-07,CK_OX4403,retencao,churn
2025-12-30,CK_Wz8940,marca,branding
2025-11-25,CK_uE6329,retencao,churn
2025-09-25,CK_sP5878,receita,ads
2025-11-12,CK_Lu5384,produto,pagamento
2026-01-13,CK_bf7747,ciclo,onboarding
2026-01-31,CK_Ba0663,produto,pagamento
2026-01-16,CK_Cl0102,receita,ads
2025-10-03,CK_BR8915,receita,ads
2026-02-01,CK_qc5846,produto,cardapio
2025-09-20,CK_Gu2529,retencao,churn
2025-11-04,CK_Gg9597,retencao,churn
2026-02-12,CK_Jh2786,ciclo,onboarding
2026-02-04,CK_WK6133,marca,branding
2025-12-14,CK_Sv9320,retencao,churn
2026-02-18,CK_wD4466,retencao,churn
2026-02-27,CK_Kj6820,produto,cardapio
2026-02-16,CK_HL8486,ciclo,onboarding
2025-12-29,CK_an3611,marca,branding
2026-02-15,CK_uz2770,produto,cardapio
2025-11-17,CK_MF2232,marca,branding
2025-10-11,CK_PE3788,marca,branding
2025-10-29,CK_do2175,ciclo,onboarding
2025-10-18,CK_fD1037,receita,ads
2026-02-01,CK_zU0155,ciclo,onboarding
2026-02-24,CK_Ln3776,ciclo,onboarding
2025-11-11,CK_ax4702,receita,ads
2025-10-30,CK_XR0957,receita,ads
2026-01-20,CK_Lg7756,produto,pagamento
2025-11-15,CK_GJ3577,produto,pagamento
